SEXO,EDAD,NIVEL_EDUCATIVO,ETNIA,TUVO_TRABAJO,TIPO_TRABAJADOR,BUSCA_OTRO_TRABAJO,NIVEL_OCUPACION,REGISTRO_SUNAT,TAMANO_EMPRESA,QUIERE_MAS_HORAS,LIBROS_CONTABLES,FRECUENCIA_PAGO,INGRESO_PRINCIPAL,LIMIT_MOVIMIENTO,LIMIT_VISION,LIMIT_COMUNICACION,LIMIT_AUDICION,LIMIT_APRENDIZAJE,LIMIT_RELACION,SEGURO_SALUD,DIAS_AUSENTE
1,36,9,7,1,3.0,1.0,1,3.0,1.0,1.0,2.0,4.0,2800.0,2,2,2,2,2,2,5,2.0
1,50,9,9,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2800.0,2,2,2,2,2,2,6,2.0
1,36,10,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,2799.0,2,2,2,2,2,2,5,2.0
2,21,10,7,1,2.0,1.0,1,2.0,1.0,2.0,2.0,,2795.0,2,2,2,2,2,2,5,2.0
2,58,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2790.0,2,2,2,2,2,2,1,2.0
1,38,10,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2783.0,2,2,2,2,2,2,5,2.0
2,46,11,7,1,3.0,2.0,1,1.0,5.0,1.0,,3.0,2780.0,2,2,2,2,2,2,5,2.0
1,47,9,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2780.0,2,2,2,2,2,2,1,2.0
1,30,6,1,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2778.0,2,2,2,2,2,2,5,2.0
1,24,9,7,1,3.0,1.0,1,1.0,1.0,2.0,,3.0,2762.0,2,2,2,2,2,2,5,2.0
1,52,6,7,1,3.0,2.0,1,1.0,3.0,1.0,,4.0,2761.0,2,2,2,2,2,2,1,2.0
1,34,9,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,3.0,2760.0,2,2,2,2,2,2,1,2.0
1,43,6,1,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2754.0,2,2,2,2,2,2,5,2.0
2,34,9,5,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2751.0,2,2,2,2,2,2,1,2.0
2,31,9,7,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,2751.0,2,2,2,2,2,2,3,2.0
1,48,11,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,2750.0,2,2,2,2,2,2,1,2.0
1,50,11,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2750.0,2,2,2,2,2,2,1,2.0
2,31,9,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2750.0,2,2,2,2,2,2,1,2.0
2,34,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2750.0,2,2,2,2,2,2,4,2.0
1,56,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2750.0,2,2,2,2,2,2,1,2.0
1,27,10,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2750.0,2,2,2,2,2,2,1,2.0
2,57,11,7,1,1.0,2.0,1,2.0,1.0,2.0,1.0,,2750.0,2,2,2,2,2,2,3,2.0
1,56,6,7,1,3.0,2.0,1,1.0,2.0,2.0,,3.0,2749.0,2,2,2,2,2,2,1,2.0
2,37,11,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2749.0,2,2,2,2,2,2,1,2.0
1,65,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2749.0,2,2,2,2,2,2,1,2.0
1,63,6,7,1,3.0,2.0,1,1.0,2.0,1.0,,4.0,2749.0,2,2,2,2,2,2,1,2.0
2,41,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2749.0,2,2,2,2,2,2,1,2.0
1,25,10,7,1,3.0,2.0,1,1.0,3.0,2.0,,3.0,2749.0,2,2,2,2,2,2,2,2.0
2,36,8,7,1,3.0,2.0,1,1.0,4.0,1.0,,4.0,2749.0,2,2,2,2,2,2,1,2.0
1,60,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2747.0,2,2,2,2,2,2,5,2.0
2,66,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2743.0,2,2,2,2,2,2,1,2.0
1,45,6,8,1,3.0,2.0,1,1.0,4.0,1.0,,4.0,2742.0,2,2,2,2,2,2,1,2.0
2,49,9,7,2,3.0,2.0,1,2.0,1.0,1.0,1.0,4.0,2742.0,2,2,2,2,2,2,1,2.0
1,43,11,7,1,3.0,2.0,1,1.0,2.0,1.0,,4.0,2741.0,2,2,2,2,2,2,1,2.0
1,53,9,7,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,2740.0,2,2,2,2,2,2,1,2.0
1,51,11,7,1,1.0,2.0,1,3.0,1.0,2.0,2.0,,2730.0,2,2,2,2,2,2,1,2.0
1,43,3,7,1,1.0,2.0,1,3.0,1.0,1.0,2.0,,2725.0,2,2,2,2,2,2,5,2.0
1,35,9,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,2725.0,2,2,2,2,2,2,1,2.0
1,20,6,9,1,3.0,2.0,1,1.0,1.0,2.0,,3.0,2720.0,2,2,2,2,2,2,5,2.0
1,42,8,7,1,1.0,2.0,1,2.0,1.0,2.0,2.0,,2720.0,2,2,2,2,2,2,5,2.0
2,34,6,9,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,2718.0,2,2,2,2,2,2,1,2.0
1,38,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2718.0,2,2,2,2,2,2,1,2.0
2,60,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2715.0,2,2,2,2,2,2,4,2.0
2,48,6,1,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,2713.0,2,2,2,2,2,2,6,2.0
1,49,11,5,1,2.0,2.0,1,2.0,1.0,2.0,1.0,,2712.0,2,2,2,2,2,2,5,2.0
1,51,6,7,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,2712.0,2,2,2,2,2,2,1,2.0
1,27,9,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2708.0,2,2,2,2,2,2,1,2.0
1,18,5,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,4.0,2708.0,2,2,2,2,2,2,5,2.0
2,31,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2708.0,2,2,2,2,2,2,1,2.0
2,63,5,1,1,6.0,2.0,1,,1.0,1.0,,4.0,2708.0,2,2,2,2,2,2,1,2.0
1,31,9,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2708.0,2,2,2,2,2,2,1,2.0
1,32,8,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2701.0,2,2,2,2,2,2,5,2.0
1,44,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2701.0,2,2,2,2,2,2,5,2.0
2,30,11,7,1,2.0,2.0,1,2.0,1.0,2.0,1.0,,2700.0,2,2,2,2,2,2,6,2.0
1,41,6,7,1,1.0,2.0,1,2.0,1.0,2.0,1.0,,2700.0,2,2,2,2,2,2,1,2.0
1,65,11,5,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,4,2.0
1,70,6,9,1,1.0,2.0,1,3.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,5,2.0
2,49,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2700.0,2,2,2,2,2,2,5,2.0
1,20,5,5,1,3.0,1.0,1,2.0,1.0,2.0,1.0,1.0,2700.0,2,2,2,2,2,2,6,2.0
1,32,9,7,1,1.0,2.0,1,2.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,5,2.0
1,49,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2700.0,2,2,2,2,2,2,1,2.0
1,64,9,7,1,3.0,2.0,1,1.0,1.0,1.0,,3.0,2700.0,2,2,2,2,2,2,1,2.0
2,70,9,1,1,1.0,2.0,1,2.0,1.0,2.0,1.0,,2700.0,2,2,2,2,2,2,5,2.0
1,55,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,1,2.0
2,37,12,6,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,5,2.0
1,29,10,7,1,3.0,2.0,1,1.0,4.0,1.0,,4.0,2700.0,2,2,2,2,2,2,1,2.0
2,38,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2700.0,2,2,2,2,2,2,2,2.0
1,37,9,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,5,2.0
1,71,11,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,1,2.0
2,38,5,9,1,6.0,2.0,1,,1.0,2.0,,1.0,2700.0,2,2,2,2,2,2,5,2.0
1,62,10,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2700.0,2,2,2,2,2,2,4,2.0
2,41,10,6,2,2.0,2.0,1,2.0,1.0,2.0,2.0,,2700.0,2,2,2,2,2,2,3,2.0
2,31,9,5,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2698.0,2,2,2,2,2,2,6,2.0
2,62,5,3,1,1.0,2.0,1,3.0,1.0,2.0,2.0,,2697.0,2,2,2,2,2,2,5,2.0
2,41,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2683.0,2,2,2,2,2,2,1,2.0
2,26,11,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2683.0,2,2,2,2,2,2,1,2.0
2,42,11,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,2680.0,2,2,2,2,2,2,1,2.0
1,28,5,1,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,2679.0,2,2,2,2,2,2,5,2.0
2,64,3,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2676.0,2,2,2,2,2,2,5,2.0
1,52,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2675.0,2,2,2,2,2,2,1,2.0
2,39,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2675.0,2,2,2,2,2,2,1,2.0
1,43,10,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2670.0,2,2,2,2,2,2,1,2.0
2,28,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2668.0,2,2,2,2,2,2,1,2.0
1,31,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2668.0,2,2,2,2,2,2,1,2.0
1,47,6,1,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,2666.0,2,2,2,2,2,2,1,2.0
1,57,6,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2662.0,2,2,2,2,2,2,5,2.0
1,26,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2657.0,2,2,2,2,2,2,1,2.0
1,57,11,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2650.0,2,2,2,2,2,2,5,2.0
1,51,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2650.0,2,2,2,2,2,2,1,2.0
2,21,4,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2650.0,2,2,2,2,2,2,5,2.0
2,51,10,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2650.0,2,2,2,2,2,2,1,2.0
1,57,4,1,1,3.0,2.0,1,2.0,1.0,1.0,1.0,4.0,2650.0,2,2,2,2,2,2,1,2.0
1,59,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2650.0,2,2,2,2,2,2,1,2.0
1,64,4,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2650.0,2,2,2,2,2,2,5,2.0
2,66,3,9,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2648.0,2,2,2,2,2,2,5,2.0
1,57,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2643.0,2,2,2,2,2,2,1,2.0
1,56,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2643.0,2,2,2,2,2,2,1,2.0
1,54,9,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2641.0,2,2,2,2,2,2,1,2.0
1,35,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2641.0,2,2,2,2,2,2,5,2.0
1,56,5,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,1.0,2640.0,2,2,2,2,2,2,5,2.0
1,28,6,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2633.0,2,2,2,2,2,2,1,2.0
1,24,10,7,1,3.0,2.0,1,1.0,4.0,1.0,,4.0,2631.0,2,2,2,2,2,2,1,2.0
1,42,9,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2631.0,2,2,2,2,2,2,1,2.0
1,23,11,7,1,3.0,2.0,1,1.0,5.0,1.0,,3.0,2630.0,2,2,2,2,2,2,1,2.0
2,31,11,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2625.0,2,2,2,2,2,2,1,2.0
1,55,9,7,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,2624.0,2,2,2,2,2,2,1,2.0
2,52,9,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2615.0,2,2,2,2,2,2,5,2.0
1,28,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,2615.0,2,2,2,2,2,2,1,2.0
1,45,10,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2608.0,2,2,2,2,2,2,5,2.0
1,56,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2602.0,2,2,2,2,2,2,1,2.0
1,28,11,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,2601.0,2,2,2,2,2,2,1,2.0
2,34,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2600.0,2,2,2,2,2,2,1,2.0
2,20,10,7,1,7.0,2.0,1,1.0,1.0,2.0,,3.0,2600.0,2,2,2,2,2,2,5,2.0
1,69,5,1,1,1.0,2.0,1,2.0,1.0,2.0,2.0,,2600.0,2,2,2,2,2,2,6,2.0
1,51,11,7,1,2.0,2.0,1,2.0,1.0,1.0,2.0,,2600.0,2,2,2,2,2,2,5,2.0
1,54,12,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2600.0,2,2,2,2,2,2,5,2.0
1,43,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2600.0,2,2,2,2,2,2,5,2.0
1,46,9,8,1,3.0,2.0,1,,5.0,2.0,,4.0,2600.0,2,2,2,2,2,2,2,2.0
1,43,8,5,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,2600.0,2,2,2,2,2,2,1,2.0
1,37,6,7,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,2600.0,2,2,2,2,2,2,5,2.0
1,35,6,9,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2600.0,2,2,2,2,2,2,6,2.0
2,31,10,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,2.0,2600.0,2,2,2,2,2,2,5,2.0
1,45,11,6,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2600.0,2,2,2,2,2,2,3,2.0
1,55,6,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2600.0,2,2,2,2,2,2,1,2.0
1,20,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2600.0,2,2,2,2,2,2,5,2.0
2,28,11,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2600.0,2,2,2,2,2,2,2,2.0
1,40,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,6,2.0
1,52,6,6,1,3.0,2.0,1,1.0,1.0,1.0,,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,36,6,7,1,3.0,2.0,1,3.0,2.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,47,9,6,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2598.0,2,2,2,2,2,2,1,2.0
1,45,6,1,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,40,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,36,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,43,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,42,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,41,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,40,5,7,1,3.0,2.0,1,1.0,5.0,2.0,,2.0,2598.0,2,2,2,2,2,2,1,2.0
1,24,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,6,2.0
1,63,10,5,1,3.0,2.0,1,1.0,3.0,2.0,,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,22,8,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,42,9,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,48,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2598.0,2,2,2,2,2,2,5,2.0
1,39,6,7,1,3.0,2.0,1,2.0,1.0,1.0,1.0,2.0,2598.0,2,2,2,2,2,2,6,2.0
1,44,5,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,36,8,7,1,3.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,27,5,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,6,2.0
1,32,10,1,1,3.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,51,6,7,1,3.0,2.0,1,2.0,2.0,1.0,2.0,2.0,2598.0,2,2,2,2,2,2,1,2.0
1,60,6,1,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,46,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,2598.0,2,2,2,2,2,2,5,2.0
1,42,10,7,1,2.0,2.0,1,2.0,1.0,1.0,2.0,,2598.0,2,2,2,2,2,2,5,2.0
1,29,11,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,2594.0,2,2,2,2,2,2,1,2.0
1,34,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2592.0,2,2,2,2,2,2,4,2.0
2,44,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2590.0,2,2,2,2,2,2,5,2.0
1,20,10,1,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,2589.0,2,2,2,2,2,2,5,2.0
2,38,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2585.0,2,2,2,2,2,2,3,2.0
2,63,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2583.0,2,2,2,2,2,2,1,2.0
2,52,11,1,1,3.0,2.0,1,,5.0,2.0,,4.0,2583.0,2,2,2,2,2,2,1,2.0
1,45,5,7,1,3.0,2.0,1,1.0,4.0,1.0,,2.0,2579.0,2,2,2,2,2,2,1,2.0
1,57,6,5,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2579.0,2,2,2,2,2,2,1,2.0
2,33,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2576.0,2,2,2,2,2,2,3,2.0
2,52,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2576.0,2,2,2,2,2,2,5,2.0
2,45,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2576.0,2,2,2,2,2,2,5,2.0
2,57,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2575.0,2,2,2,2,2,2,1,2.0
2,55,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2575.0,2,2,2,2,2,2,3,2.0
2,54,12,7,1,3.0,2.0,1,,5.0,1.0,,4.0,2575.0,2,2,2,2,2,2,1,2.0
1,62,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2575.0,2,2,2,2,2,2,1,2.0
1,63,6,7,1,3.0,2.0,1,1.0,3.0,1.0,,4.0,2572.0,2,2,2,2,2,2,1,2.0
2,37,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,3.0,2568.0,2,2,2,2,2,2,1,2.0
2,25,6,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2566.0,2,2,2,2,2,2,5,2.0
2,53,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2566.0,2,2,2,2,2,2,1,2.0
1,64,10,9,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2565.0,2,2,2,2,2,2,6,2.0
2,38,4,7,1,6.0,2.0,1,,1.0,2.0,,3.0,2562.0,2,2,2,2,2,2,1,2.0
1,48,6,2,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2560.0,2,2,2,2,2,2,5,2.0
1,57,6,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,2560.0,2,2,2,2,2,2,5,2.0
2,48,6,9,1,6.0,2.0,1,,1.0,1.0,,4.0,2557.0,2,2,2,2,2,2,5,2.0
2,55,11,7,1,1.0,2.0,1,2.0,1.0,2.0,1.0,,2555.0,2,2,2,2,2,2,6,2.0
1,54,3,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,2555.0,2,2,2,2,2,2,5,2.0
2,35,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2551.0,2,2,2,2,2,2,1,2.0
1,67,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,56,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,49,11,1,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,65,6,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2550.0,2,2,2,2,2,2,5,2.0
1,32,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,60,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2550.0,2,2,2,2,2,2,6,2.0
1,34,10,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,64,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,40,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,64,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,58,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,44,9,3,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,65,10,6,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,34,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,53,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,39,11,5,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,60,9,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2550.0,2,2,2,2,2,2,5,2.0
2,36,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,22,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,4,2.0
1,29,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,4,2.0
1,39,6,7,1,1.0,2.0,1,3.0,1.0,2.0,2.0,,2550.0,2,2,2,2,2,2,5,2.0
1,48,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,39,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,1.0,2550.0,2,2,2,2,2,2,5,2.0
1,45,11,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,56,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,59,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,55,11,7,1,3.0,2.0,1,,5.0,1.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
2,42,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2550.0,2,2,2,2,2,2,1,2.0
1,37,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2550.0,2,2,2,2,2,2,5,2.0
1,49,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2549.0,2,2,2,2,2,2,1,2.0
1,45,6,1,1,1.0,2.0,1,3.0,1.0,1.0,2.0,,2548.0,2,2,2,2,2,2,5,2.0
2,34,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2548.0,2,2,2,2,2,2,5,2.0
1,54,9,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2543.0,2,2,2,2,2,2,1,2.0
1,28,11,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2543.0,2,2,2,2,2,2,1,2.0
1,60,6,3,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2534.0,2,2,2,2,2,2,1,2.0
1,62,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,2531.0,2,2,2,2,2,2,1,2.0
1,51,6,7,1,2.0,2.0,1,2.0,1.0,2.0,1.0,,2531.0,2,2,2,2,2,2,5,2.0
2,19,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,2529.0,2,2,2,2,2,2,5,2.0
2,52,4,1,1,6.0,2.0,1,,1.0,2.0,,3.0,2529.0,2,2,2,2,2,2,5,2.0
2,30,6,7,1,6.0,2.0,1,,1.0,1.0,,4.0,2529.0,2,2,2,2,2,2,1,
2,45,6,7,1,6.0,2.0,1,,1.0,2.0,,4.0,2529.0,2,2,2,2,2,2,5,
1,48,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2527.0,2,2,2,2,2,2,5,2.0
1,34,5,9,1,3.0,2.0,1,1.0,2.0,1.0,,4.0,2525.0,2,2,2,2,2,2,1,2.0
2,37,11,6,1,3.0,2.0,1,,5.0,1.0,,4.0,2525.0,2,2,2,2,2,2,1,2.0
1,58,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2512.0,2,2,2,2,2,2,5,2.0
1,63,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,2510.0,2,2,2,2,2,2,5,2.0
1,33,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,2510.0,2,2,2,2,2,2,1,2.0
2,40,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,2508.0,2,2,2,2,2,2,4,2.0
1,46,9,6,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,2501.0,2,2,2,2,2,2,1,2.0
1,39,6,1,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,2501.0,2,2,2,2,2,2,1,2.0
