SEXO,EDAD,NIVEL_EDUCATIVO,ETNIA,TUVO_TRABAJO,TIPO_TRABAJADOR,BUSCA_OTRO_TRABAJO,NIVEL_OCUPACION,REGISTRO_SUNAT,TAMANO_EMPRESA,QUIERE_MAS_HORAS,LIBROS_CONTABLES,FRECUENCIA_PAGO,INGRESO_PRINCIPAL,LIMIT_MOVIMIENTO,LIMIT_VISION,LIMIT_COMUNICACION,LIMIT_AUDICION,LIMIT_APRENDIZAJE,LIMIT_RELACION,SEGURO_SALUD,DIAS_AUSENTE
2,20,6,9,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,21,9,1,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,48,5,1,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,2,2.0
2,49,9,7,1,3.0,2.0,1,,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,60,6,2,1,6.0,2.0,1,,1.0,1.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,51,6,8,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,31,8,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,37,9,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,26,11,7,1,7.0,2.0,1,,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,25,11,5,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,18,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,32,11,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,25,9,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,30,8,7,1,3.0,2.0,1,2.0,4.0,2.0,1.0,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,39,11,7,1,3.0,2.0,1,1.0,1.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,20,8,6,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,31,11,6,1,3.0,2.0,1,1.0,3.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,50,6,7,1,3.0,2.0,1,1.0,1.0,1.0,,4.0,1130.0,2,2,2,2,2,2,5,
2,58,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,1130.0,1,2,2,2,2,2,5,2.0
2,21,10,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,41,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,62,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,57,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,33,11,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,21,10,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,22,10,7,1,3.0,2.0,1,,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,4,2.0
1,35,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,20,6,6,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,43,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,38,9,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,3.0,1130.0,2,2,2,2,2,2,5,2.0
1,19,6,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,33,10,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,25,8,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,4.0,1130.0,2,2,2,2,2,2,6,2.0
2,20,10,7,1,7.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,23,8,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,26,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,28,11,7,1,3.0,2.0,1,1.0,4.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,19,9,7,1,7.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,6,2.0
1,25,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,19,10,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1130.0,2,2,2,2,2,2,5,2.0
2,29,10,7,1,3.0,2.0,1,1.0,2.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,31,9,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,57,5,7,1,3.0,2.0,1,1.0,1.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,27,11,7,1,3.0,1.0,1,1.0,1.0,1.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
1,26,9,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,22,10,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,46,6,1,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,59,6,6,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,38,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,33,11,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,28,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,23,9,7,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,19,6,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1130.0,2,2,2,2,2,2,5,2.0
2,32,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,21,10,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
2,21,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,27,9,7,1,3.0,2.0,1,1.0,3.0,1.0,,4.0,1130.0,2,2,2,2,2,2,1,2.0
1,63,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1129.0,2,2,2,2,2,2,5,2.0
1,59,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1129.0,2,2,2,2,2,2,5,2.0
2,56,4,9,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1128.0,2,2,2,2,2,2,5,2.0
2,19,5,1,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1128.0,2,2,2,2,2,2,5,2.0
1,19,8,7,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,1126.0,2,2,2,2,2,2,6,2.0
2,20,8,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1126.0,2,2,2,2,2,2,5,2.0
2,43,6,1,1,6.0,2.0,1,,1.0,2.0,,2.0,1126.0,2,2,2,2,2,2,5,2.0
2,54,9,7,1,6.0,2.0,1,,1.0,2.0,,2.0,1126.0,2,2,2,2,2,2,1,2.0
2,58,9,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1126.0,2,2,2,2,2,2,1,2.0
1,18,6,8,1,3.0,2.0,1,1.0,5.0,1.0,,4.0,1125.0,2,2,2,2,2,2,1,2.0
1,40,9,7,1,3.0,1.0,1,2.0,1.0,1.0,2.0,4.0,1125.0,2,2,2,2,2,2,1,2.0
2,31,6,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1125.0,2,2,2,2,2,2,5,2.0
1,50,6,3,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1125.0,2,2,2,2,2,2,1,2.0
2,22,6,7,1,6.0,1.0,1,,1.0,2.0,,4.0,1125.0,2,2,2,2,2,2,5,2.0
1,41,8,8,2,3.0,2.0,1,1.0,1.0,2.0,,3.0,1125.0,2,2,2,2,2,2,1,2.0
1,48,6,1,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1125.0,2,2,2,2,2,2,1,2.0
2,44,9,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1125.0,2,2,2,2,2,2,1,2.0
2,51,5,7,1,6.0,2.0,1,,1.0,2.0,,4.0,1123.0,2,2,2,2,2,2,5,2.0
2,25,8,7,2,3.0,2.0,1,1.0,5.0,2.0,,4.0,1123.0,2,2,2,2,2,2,1,2.0
2,21,10,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1120.0,2,2,2,2,2,2,1,2.0
1,48,4,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,3.0,1120.0,2,2,2,2,2,2,6,2.0
2,58,8,1,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,1120.0,2,2,2,2,2,2,5,2.0
2,21,10,7,1,3.0,2.0,1,1.0,5.0,2.0,,3.0,1120.0,2,2,2,2,2,2,1,2.0
1,39,8,2,1,2.0,2.0,1,2.0,1.0,1.0,1.0,,1119.0,2,2,2,2,2,2,5,2.0
1,76,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1118.0,2,2,2,2,2,2,1,2.0
1,58,5,1,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1116.0,2,2,2,2,2,2,5,2.0
1,63,4,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1115.0,2,2,2,2,2,2,1,2.0
1,47,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1113.0,2,2,2,2,2,2,5,2.0
2,37,6,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,1110.0,2,2,2,2,2,2,5,2.0
1,61,6,8,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1110.0,2,2,2,2,2,2,5,2.0
2,25,9,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,1.0,1107.0,2,2,2,2,2,2,5,2.0
2,48,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1106.0,2,2,2,2,2,2,6,2.0
2,54,8,7,1,6.0,1.0,1,,1.0,1.0,,2.0,1104.0,2,2,2,2,2,2,5,2.0
2,57,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1103.0,2,2,2,2,2,2,1,2.0
2,48,6,9,1,3.0,2.0,1,1.0,1.0,1.0,,3.0,1100.0,2,2,2,2,2,2,1,2.0
2,37,6,7,1,3.0,2.0,1,1.0,2.0,1.0,,3.0,1100.0,2,2,2,2,2,2,1,2.0
1,44,11,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,31,8,7,1,7.0,2.0,1,1.0,4.0,2.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,27,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,63,3,8,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,35,9,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,24,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,24,10,7,1,3.0,2.0,1,1.0,3.0,2.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,42,8,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,3.0,1100.0,2,2,2,2,2,2,5,2.0
2,63,5,7,1,6.0,2.0,1,,1.0,2.0,,3.0,1100.0,2,2,2,2,2,2,5,2.0
1,62,9,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,4.0,1100.0,2,2,2,2,2,2,5,2.0
1,23,6,7,1,3.0,2.0,1,,5.0,2.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
1,28,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
2,79,4,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,1,2.0
2,22,9,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1100.0,2,2,2,2,2,2,1,2.0
2,68,4,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,19,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,44,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
2,18,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,48,5,7,1,6.0,2.0,1,,1.0,2.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
1,55,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1100.0,2,2,2,2,2,2,4,2.0
1,19,8,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,3.0,1100.0,2,2,2,2,2,2,6,2.0
1,29,3,1,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1100.0,2,2,2,2,2,2,1,2.0
2,35,9,7,1,3.0,2.0,1,1.0,1.0,2.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
1,70,4,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
2,28,5,5,1,3.0,2.0,1,3.0,1.0,1.0,2.0,4.0,1100.0,2,2,2,2,2,2,5,2.0
2,28,11,9,1,3.0,2.0,1,1.0,2.0,2.0,,4.0,1100.0,2,2,2,2,2,2,6,2.0
1,77,11,7,2,2.0,2.0,1,2.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,4,2.0
2,25,6,7,1,3.0,1.0,1,1.0,4.0,1.0,,3.0,1100.0,2,2,2,2,2,2,1,2.0
2,57,3,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,61,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1100.0,2,2,2,2,2,2,5,2.0
1,61,9,7,1,3.0,2.0,1,1.0,1.0,1.0,,2.0,1100.0,2,2,2,2,2,2,1,2.0
2,46,11,6,2,3.0,2.0,1,1.0,2.0,1.0,,4.0,1100.0,2,2,2,2,2,2,5,2.0
1,70,8,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1099.0,2,2,2,2,2,2,1,2.0
2,55,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1099.0,2,2,2,2,2,2,5,2.0
2,25,9,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1098.0,2,2,2,2,2,2,5,2.0
2,44,10,7,1,3.0,1.0,1,1.0,4.0,2.0,,4.0,1096.0,2,2,2,2,2,2,1,2.0
1,65,5,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1093.0,2,2,2,2,2,2,5,2.0
1,43,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1092.0,2,2,2,2,2,2,5,2.0
1,53,4,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1091.0,2,2,2,2,2,2,5,2.0
2,34,10,1,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,1087.0,2,2,2,2,2,2,5,2.0
2,44,6,1,1,3.0,2.0,1,2.0,1.0,1.0,2.0,4.0,1087.0,2,2,2,2,2,2,5,2.0
1,20,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,62,1,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1083.0,2,2,2,2,2,2,5,2.0
1,37,8,1,1,3.0,2.0,1,1.0,1.0,1.0,,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,73,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1083.0,2,2,2,2,2,2,5,2.0
2,46,5,7,1,6.0,2.0,1,,1.0,1.0,,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,38,6,7,1,3.0,1.0,1,3.0,1.0,1.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,51,6,1,1,3.0,2.0,1,1.0,1.0,2.0,,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,28,6,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1083.0,2,2,2,2,2,2,1,2.0
2,22,6,6,1,3.0,1.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,38,6,7,1,3.0,1.0,1,2.0,1.0,1.0,1.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,45,9,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,35,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,52,9,6,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,28,9,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,35,9,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,19,5,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,1,2,5,2.0
2,49,4,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1083.0,2,2,2,2,2,2,1,2.0
1,63,8,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,36,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1083.0,2,2,2,2,2,2,5,2.0
2,32,9,1,1,3.0,2.0,1,2.0,1.0,2.0,1.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,20,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,37,6,9,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,30,6,1,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,38,5,1,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,37,4,1,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,53,5,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,17,6,7,1,3.0,2.0,1,1.0,2.0,2.0,,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,50,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1083.0,2,2,2,2,2,2,5,2.0
2,21,6,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
2,19,4,1,1,3.0,2.0,1,1.0,2.0,1.0,,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,22,5,1,1,3.0,1.0,1,3.0,1.0,1.0,2.0,2.0,1083.0,2,2,2,2,2,2,5,2.0
1,28,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1082.0,2,2,2,2,2,2,5,2.0
2,73,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1082.0,2,2,2,2,2,2,4,2.0
2,70,5,9,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1081.0,2,2,2,2,2,2,1,2.0
1,56,3,1,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1080.0,2,2,2,2,2,2,5,2.0
1,40,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1080.0,2,2,2,2,2,2,5,2.0
2,43,5,1,1,6.0,2.0,1,,1.0,2.0,,3.0,1075.0,2,2,2,2,2,2,1,2.0
1,48,5,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1072.0,2,2,2,2,2,2,6,2.0
1,28,6,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1071.0,2,2,2,2,2,2,5,2.0
2,38,6,7,1,6.0,2.0,1,,1.0,2.0,,2.0,1071.0,2,2,2,2,2,2,5,2.0
1,44,8,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1070.0,2,2,2,2,2,2,5,2.0
1,32,4,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1069.0,2,2,2,2,2,2,5,2.0
1,20,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1069.0,2,2,2,2,2,2,5,2.0
2,50,6,7,1,6.0,2.0,1,,1.0,1.0,,2.0,1065.0,2,2,2,2,2,2,5,2.0
2,55,6,7,1,6.0,2.0,1,,1.0,1.0,,2.0,1065.0,2,2,2,2,2,2,5,2.0
2,20,8,7,1,3.0,2.0,1,1.0,3.0,2.0,,3.0,1065.0,2,2,2,2,2,2,5,2.0
2,48,6,7,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,1063.0,2,2,2,2,2,2,1,2.0
1,25,8,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1063.0,2,2,2,2,2,2,5,2.0
2,50,3,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1063.0,2,2,2,2,2,2,5,2.0
2,47,1,5,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,1061.0,2,2,2,2,2,2,5,2.0
2,57,4,7,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,1060.0,2,2,2,2,2,2,5,2.0
2,51,11,9,2,2.0,2.0,1,3.0,1.0,2.0,2.0,,1060.0,2,2,2,2,2,2,5,2.0
2,52,11,7,1,3.0,1.0,1,1.0,4.0,1.0,,2.0,1060.0,2,2,2,2,2,2,5,2.0
1,22,10,7,1,3.0,2.0,1,1.0,5.0,2.0,,4.0,1058.0,2,2,2,2,2,2,1,2.0
2,65,4,1,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1055.0,2,2,2,2,2,2,5,2.0
2,45,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1054.0,2,2,2,2,2,2,1,2.0
2,49,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1054.0,2,2,2,2,2,2,5,2.0
2,39,6,7,1,2.0,2.0,1,2.0,1.0,2.0,2.0,,1052.0,2,2,2,2,2,2,5,2.0
1,49,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1050.0,2,2,2,2,2,2,5,2.0
2,39,8,7,1,3.0,2.0,1,2.0,1.0,2.0,2.0,4.0,1050.0,2,2,2,2,2,2,5,2.0
2,38,9,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1050.0,2,2,2,2,2,2,1,2.0
1,57,6,5,1,3.0,2.0,1,,5.0,2.0,,4.0,1050.0,2,2,2,2,2,2,1,2.0
1,38,6,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,4.0,1050.0,2,2,2,2,2,2,5,2.0
2,46,9,7,1,2.0,2.0,1,2.0,1.0,2.0,1.0,,1050.0,2,2,2,2,2,2,1,2.0
1,37,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,4.0,1050.0,2,2,2,2,2,2,5,2.0
2,32,8,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,4.0,1050.0,2,2,2,2,2,2,5,2.0
2,20,8,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,4.0,1050.0,2,2,2,2,2,2,5,2.0
2,20,10,1,1,3.0,2.0,1,2.0,2.0,2.0,1.0,4.0,1050.0,2,2,2,2,2,2,1,2.0
1,56,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1050.0,2,2,2,2,2,2,5,2.0
2,45,9,7,2,2.0,2.0,1,3.0,1.0,2.0,2.0,,1050.0,2,2,2,2,2,2,1,2.0
1,34,3,7,1,2.0,2.0,1,3.0,1.0,1.0,2.0,,1050.0,2,2,2,2,2,2,5,2.0
2,21,6,7,1,3.0,2.0,1,1.0,4.0,2.0,,3.0,1044.0,2,2,2,2,2,2,1,2.0
2,24,8,7,1,2.0,1.0,1,3.0,1.0,1.0,2.0,,1043.0,2,2,2,2,2,2,5,2.0
1,27,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1040.0,2,2,2,2,2,2,5,2.0
1,38,6,7,1,2.0,2.0,1,3.0,1.0,2.0,2.0,,1039.0,2,2,2,2,2,2,5,2.0
2,20,10,7,1,3.0,2.0,1,1.0,1.0,1.0,,2.0,1039.0,2,2,2,2,2,2,6,2.0
1,50,6,6,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1039.0,2,2,2,2,2,2,6,2.0
2,44,6,7,1,6.0,2.0,1,,1.0,2.0,,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,77,4,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,2.0,1039.0,2,2,2,2,2,2,1,2.0
2,50,3,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
1,21,6,9,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,36,10,7,1,3.0,2.0,1,3.0,1.0,1.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,44,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,51,5,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,53,6,7,1,3.0,2.0,1,1.0,1.0,1.0,,2.0,1039.0,2,2,2,2,2,2,1,2.0
1,20,5,7,1,3.0,1.0,1,2.0,1.0,1.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
1,41,6,7,1,3.0,2.0,1,1.0,2.0,2.0,,2.0,1039.0,2,2,2,2,2,2,5,2.0
1,58,6,1,1,3.0,1.0,1,2.0,1.0,1.0,1.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,37,8,1,1,6.0,2.0,1,,1.0,2.0,,2.0,1039.0,2,2,2,2,2,2,5,2.0
1,18,6,7,1,3.0,1.0,1,2.0,1.0,2.0,2.0,2.0,1039.0,2,2,2,2,1,2,5,2.0
1,29,6,7,1,3.0,2.0,1,2.0,1.0,2.0,1.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
2,22,6,7,1,3.0,2.0,1,3.0,1.0,2.0,2.0,2.0,1039.0,2,2,2,2,2,2,5,2.0
