PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
4.393466863495073,-3.546473380608094,7.525969406944348,15.072178611484095,15.371032681576523,14.06950713381674,1.811090821992161,-2.046213051916233,0.43694454379999936
7.207547015760186,1.2250682011150564,4.521490345304503,9.203691427305014,8.675237449680434,8.34613996678969,0.3243905711569857,-1.9877951022042133,-0.1622782300194225
6.644930710036196,1.2166843179178715,3.572349833314477,6.974878166036996,6.017747103394953,6.45165948655649,0.1543326058982149,-0.6546258654481258,-0.16444338507607176
7.401507035506578,-0.6337032225307491,3.30278050376626,5.289891550875631,4.766636199101456,5.27118093329083,0.4655844875148632,-0.46462252806675214,-0.15423500031966297
5.104816738329989,1.03220899037687,2.154522428947227,5.116453639281663,4.52762463391138,4.8942350921761815,-0.08453179668832406,-0.27156884902565903,0.49724407012828714
5.505647355865147,0.4673535218005611,3.79863691069599,5.081164750677882,3.656199720289397,4.646224027928771,0.10053485971756398,-1.487518165844764,0.6008757534535754
4.5947950330322875,1.271196815712213,0.8969884108572297,4.112334815598053,3.6406162080810844,3.6735201547453316,-0.5660649170770626,-1.1391688402030662,-0.23289564684360597
5.223077676047998,0.5745992399557922,3.3388670478493703,3.380420923175184,2.4634657695725104,3.615131845081746,0.15152532865986995,-0.16494838501017317,-0.20086752213338455
4.516860614630316,1.3489968601850473,0.8032845222305609,3.4068951263090823,3.460397830224609,3.5175861961716444,-0.4865125706060312,-0.13260507625900264,-0.21759425702521928
5.349064408226859,-0.3052821526433762,0.115677789008932,3.234279103885022,3.683244718901638,3.486348560068976,-0.33898306336024225,-0.14064066591300595,-0.20971755954183896
4.750906136759271,1.1714765506748028,1.718029810982839,3.032586222779363,3.394544736910242,3.5037898254037936,-0.20114052150300316,-0.15385042897122747,-0.20817422069940844
6.652454865945284,-0.27317621724298125,1.7060397083767838,2.820630595436541,3.077401981482873,3.3029100556429816,0.1595096517555002,-0.15073055135000757,-0.17130692593927982
4.705839747767831,0.9642065705772938,1.461172594463861,3.7811030990428005,2.490415166256789,3.44424394024342,-0.40521960680785035,-0.09543539602945017,-0.21939334635488394
6.002369873370164,-1.0623855560947835,2.58163692452532,2.9222095153801613,2.506170349690188,3.380417639312538,0.29604416548997575,-0.14108781607029774,-0.19361175540026293
4.940340722601842,0.13705081635688998,-0.7976373215440797,2.930508908754371,4.436523811803241,2.7755773630909557,0.3137822391017077,-0.046831083941387686,-0.22528111262411432
4.915367521282194,0.9767089725181188,2.5056254876836723,2.4613465332314637,2.9565561216056353,3.2428939073530834,0.04397144977565254,-0.12752006972687358,-0.20149650773970706
4.875249045571854,0.18050242423578666,-0.9831871249731533,2.853088425312509,4.168158847849803,2.803864283183005,0.8745311848661563,-0.0034190884661631227,0.4254692117880733
6.831645480127364,-0.5456821602224116,2.4481218859364438,2.6546758558544346,2.442966190939113,3.1360258583361755,0.3392647300632066,-0.1230146634141781,-0.16796797292577548
5.100027358979707,0.6696530579863316,3.2257492251584523,2.4712756020392046,2.229954315419177,3.1138307967346592,0.19429854189431955,-0.09848959783539613,-0.19967102101346534
5.925762910136067,1.048128853621228,3.0012582094720113,2.858338116041225,1.7751945296775213,2.756666745947914,0.0743065670610184,-1.0256117906092714,-0.1944769511291195
5.6621311516495805,-0.7379960761714104,1.626968539747218,2.222265644173868,2.58974950732429,2.928363046274458,0.10643991252421242,-0.07161441052524697,-0.19887701535558994
5.882979741210683,0.9929045552327853,2.9091348658766174,2.9436031679959784,1.4928922037853452,2.9055888064680104,0.02847191553763767,-0.2105088694280931,0.6282248461308731
-1.1396150626078603,0.8958024834023011,0.8344681745344162,3.47118358363268,3.2148628649190076,3.0700603299273337,-0.1440699771024609,0.14107928356348653,0.3273756571016681
5.173070439394623,1.7490892351421081,0.3432079075860479,3.105112553957334,2.419519717659586,2.8211549812383803,-0.5095180967911284,-0.0809011016747907,1.3129207298702275
5.882149998193235,1.056782537703918,2.9388859073295563,2.6479563845123453,1.60776971343013,2.591819441137244,0.06674060322153258,-0.998532646709604,-0.19525848379617722
3.866864143065145,-0.13117168459824224,-1.162008171212277,2.021082631407158,3.885779304654402,2.8109368206312646,1.177626725448209,-0.02205911462679172,0.36927247895938586
-1.6533760915836275,1.844544347197008,1.0830569263558407,3.006465847373363,3.130597406069775,3.065170280404987,0.2701556733959271,-0.04417216070069496,0.9394590848412091
5.833575818276831,-1.1400535831594993,2.241317830430604,2.6045730610884807,1.4822997340772754,2.7993755733318926,0.1658589752457061,-0.02063741657211149,-0.20198934750281727
5.8319949276120955,-1.1746008526611291,2.208034325473559,2.7526855790386664,1.3583479440144572,2.811264221634698,0.1339405862802608,-0.014748912009242998,-0.20369638237231696
7.0958273877037765,-1.4591705851775592,1.8211060609517944,2.40696694489052,1.6690924387885422,2.435293330353656,0.244442712110367,-0.983257273781394,-0.18605782516984237
4.7011547386601755,0.05310927195114257,-0.9951884925567787,2.6666605652657673,3.770361549793697,1.4975060483240095,0.20157941470629398,-0.9421152441991616,0.5612170944475765
5.837935875416509,-0.9845898149135985,2.3866697492716176,1.9272185699846531,2.0276664712270964,2.7357467972248997,0.3085189120056773,-0.045348999367824216,-0.19438330331750514
4.2860133860083085,1.2962856492444077,0.41498869795740556,2.8526594744165266,2.3408319270679105,2.542291918050488,-0.5345877586086196,-0.8500493292072179,0.46222994626530617
4.756491304330311,0.01616625979831987,-1.1628841500668572,2.797673800138186,3.2904469994272247,1.9907212580996634,0.10255667285896775,-0.8774780960548387,-0.2498496007357195
4.987730912797273,0.6783330659538533,3.0530460175817016,1.9903407519301726,1.752866524938269,2.696344814839501,0.1624706072565652,-0.026850461770071776,-0.20233833510278532
6.674816179541754,-0.5628959909910849,2.1808245960919583,2.1140753506454266,1.6774817104998823,2.568012386031801,0.26818591788080887,-0.01883668394324467,-0.1731057074970681
5.545323856761227,1.2136494190516824,1.8663834164461137,2.7168529571127036,1.2376433974644003,2.516145582598362,-0.2542998201896027,-0.128122539575377,0.6180396114220278
