ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_mam25
2025,04,20021,1,0116,1,1,202501200211011611,1,1,1,1,2, ,1,65,1,21,7,1959,1, , , , , , , , , , , , , , ,1, ,7128,4330,2, ,3,2,1,1,0,2,2,2,2,2,2,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , ,300, , , , , , ,300,300,300,1,1016.33752749318
2025,04,18503,1,0017,1,1,202401185031001711,1,1,1,1,2, ,2,62,1,7,6,1962,1, , , , , , , , , , , , , , ,1, ,9533,4799,2, ,3,2,1,1,3,3,3,4,5,3,4,25, ,25,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,300, , , , , , ,300,300,300,1,355.157483805947
2025,04,25139,1,0091,1,1,202404251391009111,1,1,1,1,2, ,2,50,1,16,10,1974,1, , , , , , , , , , , , , , ,1, ,9533,4799,2, ,3,2,1,1,0,2,1,0,0,0,0,3, ,15,2,15,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,300, , , , , , ,300,300,300,1,749.90483031157
2025,04,24547,1,0091,1,1,202401245471009112,1,2,2,1,2, ,2,44,2,7,11,1980,1, , , , , , , , , , , , , , ,2, ,8153,1410,3,5,3,2,1,6,0,6,6,6,6,6,0,30, ,30,1, ,1,2,2,2,3,150, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,300, , , , , , , , ,300,300,300,1,1187.09802097224
2025,04,20018,1,0039,1,1,202501200181003912,1,2,3,1,2, ,1,40,2,11,6,1984,1, , , , , , , , , , , , , , ,2, ,9629,4921,3,5,1, ,1,10,0,8,8,8,0,8,0,32, ,32,1, ,1,1,1,2,4,300, , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,300, , , , , , , , ,300,300,300,1,1124.09053172689
2025,05,4760001,1,0031,1,1,20240547600011003112,1,2,2,1,2, ,2,39,2,30,7,1985,1, , , , , , , , , , , , , , ,2, ,5212,4711,2, ,2,2,1,1,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,300, , , , , , ,300,300,300,1,1116.96567080893
2025,05,17349,1,0118,1,1,202505173491011811,1,1,1,1,2, ,1,57,1,19,2,1968,1, , , , , , , , , , , , , , ,1, ,7212,2592,2, ,3,2,1,1,0,0,4,0,5,0,0,9, ,9,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,300, , , , , , ,300,300,300,1,405.520933517624
2025,05,25883,2,0041,1,1,202505258832004112,1,2,2,1,2, ,2,24,2,1,3,2001,1, , , , , , , , , , , , , , ,2, ,9533,4799,2, ,3,2,1,1,0,1,0,1,0,1,1,4, ,4,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,300, , , , , , ,300,300,300,1,714.430666887051
2025,05,20885,1,0008,1,1,202502208851000811,1,1,1,1,2, ,2,51,1,5,9,1973,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1, ,7352,1410,2, ,3,2,1,1,6,6,6,6,6,6,6,42, ,42,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,1,1, , ,300, , , , , , ,300,300,300,1,696.677752165837
2025,05,19918,1,0039,1,1,202505199181003912,1,2,3,1,2, ,2,45,2,12,8,1979,1, , , , , , , , , , , , , , ,2, ,5213,4789,3,5,2,2,1,2,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,1,10, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,1,1,300, , , , , , , , ,300,300,300,1,812.060514458375
2025,05,2202202,1,0070,1,1,20240522022021007012,1,2,2,1,2, ,2,49,2,28,1,1976,1, , , , , , , , , , , , , , ,2, ,5212,4711,2, ,3,2,1,1,0,4,4,4,4,4,4,24, ,24,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,200,100, , , , , ,300,300,300,1,825.605504969402
2025,03,20119,1,0054,1,1,202403201191005411,1,1,1,1,2, ,2,78,1,3,3,1947,1, , , , , , , , , , , , , , ,1, ,9535,4782,2, ,3,2,1,1,0,6,0,6,0,6,0,18, ,18,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , ,298, , , , , , ,298,298,298,1,728.768814718542
2025,04,2971701,1,0144,1,1,20250129717011014412,1,2,2,1,2, ,2,32,2,5,2,1993,1, , , , , , , , , , , , , , ,2, ,9535,4782,2, ,3,2,1,1,0,4,0,0,0,0,0,4, ,4,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,290, , , , , , ,290,290,290,1,2102.93750776453
2025,04,2549901,1,0090,1,1,20240125499011009013,1,3,3,1,2, ,1,41,3,17,2,1984,1, , , , , , , , , , , , , , ,3, ,3432,7310,2, ,3,2,1,1,5,7,7,7,0,0,5,31, ,45,2,45,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,290, , , , , , ,290,290,290,1,869.009115613293
2025,03,17751,1,0089,1,1,202312177511008911,1,1,1,1,2, ,1,64,1,3,3,1961,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1, ,9521,4781,2, ,3,2,1,1,4,0,0,0,0,0,4,8, ,8,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , ,210,78, , , , , ,288,288,288,1,733.182642923909
2025,05,1751302,1,0047,1,1,20250517513021004713,1,6,3,1,2, ,2,42,6,11,10,1982,1, , , , , , , , , , , , , , ,6, ,5212,4711,2, ,3,2,1,2,0,8,8,8,8,8,5,45, ,45,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,154,130, , , , , ,284,284,284,1,497.823468241214
2025,03,20590,1,0085,1,1,202412205901008511,1,1,1,1,2, ,2,79,1,17,5,1945,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1, ,9511,4781,2, ,3,2,1,1,6,0,0,0,0,6,6,18, ,18,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,1, ,2,2,2,2,2,2,2,2,1, , ,283, , , , , , ,283,283,283,1,836.995301812692
2025,04,29135,1,0021,1,1,202504291351002112,1,2,6,1,2, ,2,81,2,12,1,1944,1, , , , , , , , , , , , , , ,2, ,5212,4722,2, ,3,2,1,1,9,9,9,9,9,0,0,45, ,45,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,0, ,2,2,2,2,2,2,1,1,1, , ,213,69, , , , , ,282,282,282,1,768.479660292837
2025,05,26722,2,0060,1,1,202505267222006011,1,1,1,1,2, ,2,80,1,8,9,1944,1, , , , , , , , , , , , , , ,1, ,7399,1392,2, ,3,2,1,1,0,0,0,0,0,9,10,19, ,19,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , ,281, , , , , , ,281,281,281,1,681.974438816463
2025,04,24403,1,0016,1,1,202501244031001612,1,2,2,1,2, ,2,34,2,1,11,1990,1, , , , , , , , , , , , , , ,2, ,9511,4781,2, ,3,2,1,2,5,0,0,0,0,0,5,10, ,10,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,2,2,2,2,2,2,2,1,1,1, , ,255,22, , , , , ,277,277,277,1,1230.90306923863
2025,05,1993802,1,0002,1,1,20240219938021000211,1,1,1,1,2, ,2,66,1,16,4,1959,1, , , , , , , , , , , , , , ,1, ,9411,5610,2, ,3,2,1,1,0,0,0,0,0,10,10,20, ,20,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,216,61, , , , , ,277,277,277,1,778.705551749351
2025,04,17276,1,0010,1,1,202404172761001011,1,1,1,1,2, ,2,47,1,30,5,1977,1, , , , , , , , , , , , , , ,1, ,5212,4722,2, ,3,2,1,1,1,0,0,0,0,1,1,3, ,3,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,273, , , , , , ,273,273,273,1,396.992161977442
2025,03,2283601,1,0097,1,1,20250322836011009711, ,1,1,1,2, ,2,63,1,25,9,1961,1, , , , , , , , , , , , , , ,1, ,5212,4722,2, ,2,2,1,2,8,6,6,6,7,7,8,48, ,48,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,229,43, , , , , ,272,272,272,1,690.74740402344
2025,04,2951102,1,0043,1,1,20250429511021004315,1,5,6,1,2, ,2,57,5,22,4,1967,1, , , , , , , , , , , , , , ,5, ,9533,4799,2, ,3,2,1,1,0,2,0,2,0,2,0,6, ,6,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,190,80, , , , , ,270,270,270,1,1140.38615173443
2025,05,20784,1,0040,1,1,202405207841004011,1,1,1,1,2, ,2,72,1,20,10,1952,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1, ,9535,4782,2, ,3,2,1,1,6,0,0,0,0,0,6,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , ,270, , , , , , ,270,270,270,1,877.509051191511
2025,05,4724702,1,0023,1,1,20250547247021002311,1,1,1,1,2, ,2,52,1,10,12,1972,1, , , , , , , , , , , , , , ,1, ,9533,4799,2, ,3,2,1,1,0,2,2,2,2,2,3,13, ,13,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,1, , ,270, , , , , , ,270,270,270,1,527.533329167072
2025,03,24833,1,0214,1,1,202412248331021412,1,2,3,1,2, ,2,53,2,11,6,1971,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,9533,4799,2, ,3,2,1,1,0,0,0,0,2,0,0,2, ,6,2,6,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,200,69, , , , , ,269,269,269,1,910.33223129779
2025,04,2279201,1,0025,1,1,20250422792011002513,1,3,3,1,2, ,2,64,3,6,3,1961,1, , , , , , , , , , , , , , ,3, ,9111,9700,6, , , ,1,2,0,0,0,0,0,0,6,6, ,6,1, ,2, ,2,2,2,50,12, , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,217,52, , , , , , , ,269,269,269,1,743.852634800362
2025,04,27827,1,0042,1,1,202401278271004211,1,1,1,1,2, ,1,78,2,6,12,1946,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1, ,7322,9524,2, ,3,2,1,1,0,0,6,6,6,0,0,18, ,18,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,1,1, , ,265, , , , , , ,265,265,265,1,1004.18261078063
2025,05,20658,1,0101,1,1,202405206581010112,1,2,2,1,2, ,2,42,2,19,1,1983,1, , , , , , , , , , , , , , ,2, ,5212,4773,2, ,3,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,3,1, , ,218,47, , , , , ,265,265,265,1,1071.38318619207
2025,05,27142,1,0033,1,1,202502271421003311,1,1,1,1,2, ,2,51,1,9,3,1974,1, , , , , , , , , , , , , , ,1, ,5120,5610,2, ,3,2,1,1,4,0,0,0,0,4,4,12, ,12,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,260,4, , , , , ,264,264,264,1,1105.45863839212
2025,03,2096401,1,0011,1,1,20231220964011001112,1,2,2,1,2, ,2,55,2,4,11,1969,1, , , , , , , , , , , , , , ,2, ,5120,5630,2, ,3,2,1,1,0,2,0,2,0,0,2,6, ,6,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,184,78, , , , , ,262,262,262,1,1471.4230868988
2025,03,21000,1,0090,1,1,202412210001009011,1,1,1,1,2, ,2,45,1,21,3,1979,1, , , , , , , , , , , , , , ,1, ,9412,5610,3,5,3,2,1,2,8,0,0,0,0,0,0,8, ,8,1, ,2, ,2,2,2,60, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,884.722375287839
2025,03,2438002,1,0058,1,1,20241224380021005812,1,2,2,1,2, ,2,37,2,4,12,1987,1, , , , , , , , , , , , , , ,2, ,9111,9700,6, , , ,1,1,0,0,0,0,0,0,5,5, ,5,1, ,2, ,2,2,2,60, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,924.759197094966
2025,03,4676002,1,0032,1,1,20250346760021003212, ,2,2,1,2, ,2,38,2,22,5,1986,1, , , , , , , , , , , , , , ,2, ,9412,5610,3,5,3,2,1,2,0,3,0,3,0,3,0,9, ,9,1, ,1,1,1,1,2,60, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,1,1,1,260, , , , , , , , ,260,260,260,1,395.906675543933
2025,03,21242,1,0015,1,1,202503212421001511, ,1,1,1,2, ,1,35,1,10,4,1989,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1, ,9412,5610,3,5,3,2,1,3,0,2,2,2,2,2,2,12, ,12,1, ,2, ,2,2,2,60, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,1572.71012051385
2025,03,27575,1,0077,1,1,202412275751007713,1,3,3,1,2, ,1,22,3,5,8,2002,1, , , , , , , , , , , , , , ,3, ,5243,4791,3,5,3,2,1,2,2,0,2,0,2,0,2,8, ,8,1, ,2, ,2,2,2,60, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,878.933962763547
2025,03,17908,1,0011,1,1,202412179081001111,1,1,1,1,2, ,1,72,1,9,11,1952,1, , , , , , , , , , , , , , ,1, ,5120,5610,2, ,3,2,1,2,6,0,0,0,0,2,6,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,200,60, , , , , ,260,260,260,1,500.321505624763
2025,03,18467,1,0009,1,1,202403184671000911,1,1,1,1,2, ,2,58,2,24,12,1966,1, , , , , , , , , , , , , , ,1, ,5212,4722,2, ,3,2,1,1,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,1, , ,260, , , , , , ,260,260,260,1,379.788594419411
2025,04,29284,1,0022,1,1,202501292841002214,1,4,3,1,2, ,2,17,4,17,6,2007,1, , , , , , , , , , , , , , ,4, ,4224,8620,3,5,1, ,1,2,0,0,4,0,4,0,0,8, ,8,1, ,2, ,2,2,2,60, , , , , , , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,1112.36344495493
2025,04,2394002,1,0005,1,1,20250423940021000511,1,1,1,1,2, ,2,63,1,1,2,1962,1, , , , , , , , , , , , , , ,1, ,9629,9609,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,1, , ,260, , , , , , ,260,260,260,1,670.002665641273
2025,04,2450401,1,0004,1,1,20250124504011000413,1,3,3,1,2, ,2,17,3,16,3,2008,1, , , , , , , , , , , , , , ,3, ,9111,9700,6, , , ,1,1,0,0,0,0,0,0,7,7, ,7,1, ,1,1,1,2,2,50,10, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,217,43, , , , , , , ,260,260,260,1,1226.49656900879
2025,04,21721,1,0023,1,1,202504217211002314,1,4,3,1,2, ,1,20,4,1,4,2005,1, , , , , , , , , , , , , , ,4, ,9333,5224,2, ,3,2,1,1,0,5,0,5,0,0,0,10, ,10,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,260, , , , , , ,260,260,260,1,975.386745012288
2025,04,19037,1,0062,1,1,202401190371006212,1,2,2,1,2, ,2,48,2,11,1,1977,1, , , , , , , , , , , , , , ,2, ,9511,4781,2, ,3,2,1,1,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,260, , , , , , ,260,260,260,1,672.860972889492
2025,04,46898,1,0024,1,1,202404468981002411,1,1,1,1,2, ,2,38,1,2,4,1987,1, , , , , , , , , , , , , , ,1, ,5212,4721,3,5,2,2,1,3,0,13,0,0,0,0,0,13, ,13,1, ,2, ,2,2,2,50,10, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,1,7,1,217,43, , , , , , , ,260,260,260,1,889.288483000022
2025,05,2342801,1,0020,1,1,20250523428011002011,1,1,1,1,2, ,1,34,1,9,4,1991,1, , , , , , , , , , , , , , ,1, ,9629,8130,2, ,3,2,1,1,0,2,0,2,0,2,0,6, ,6,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,260, , , , , , ,260,260,260,1,1096.94456268109
2025,05,24856,1,0070,1,1,202505248561007013,1,3,3,1,2, ,2,16,3,3,8,2008,1, , , , , , , , , , , , , , ,3, ,5213,4789,3,5,2,2,1,2,0,4,0,4,0,4,0,12, ,12,1, ,1,1,1,2,2,60, , , , , , , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,838.384827303333
2025,05,1794301,1,0060,1,1,20240517943011006011,1,1,1,1,2, ,2,40,1,29,5,1984,1, , , , , , , , , , , , , , ,1, ,5131,5610,3,5,3,2,1,2,0,2,2,0,0,2,2,8, ,8,1, ,1,2,2,1,2,40,20, , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,173,87, , , , , , , ,260,260,260,1,505.122526405147
2025,05,46753,1,0055,1,1,202502467531005514,1,3,3,1,2, ,2,23,3,23,5,2002,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3, ,9629,9329,3,5,3,2,1,3,0,0,0,0,0,0,4,4, ,10,2,10,1,1,1,1,2,60, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,260, , , , , , , , ,260,260,260,1,365.927009856458
2025,04,17959,1,0121,1,1,202404179591012111,1,1,1,1,2, ,2,71,1,29,4,1953,1, , , , , , , , , , , , , , ,1, ,5212,4722,2, ,3,2,1,1,1,1,1,1,1,1,2,8, ,8,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , ,259, , , , , , ,259,259,259,1,472.65902487808
2025,04,2240501,1,0018,1,1,20250422405011001812,1,2,3,1,2, ,2,19,2,13,2,2006,1, , , , , , , , , , , , , , ,2, ,9511,4781,2, ,3,2,1,1,0,0,0,0,0,2,3,5, ,25,2,25,1,2,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , ,259, , , , , , ,259,259,259,1,1037.25861315994
2025,04,2990301,1,0015,1,1,20240129903011001511,1,1,1,1,2, ,1,66,1,21,2,1959,1, , , , , , , , , , , , , , ,1, ,9523,4781,2, ,3,2,1,1,0,4,0,3,4,2,0,13, ,13,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , ,259, , , , , , ,259,259,259,1,870.829421765002
2025,04,29616,1,0122,1,1,202501296161012213,1,3,3,1,2, ,1,49,3,14,11,1975,1, , , , , , , , , , , , , , ,3, ,6111,111,2, ,3,2,1,1,2,6,6,6,6,6,2,34, ,34,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,250,8, , , , , ,258,258,258,1,1319.93573360258
2025,04,26065,1,0041,1,1,202504260651004113,1,3,3,1,2, ,2,19,3,19,11,2005,1, , , , , , , , , , , , , , ,3, ,7354,1410,3,5,2,2,1,6,0,0,0,0,0,0,9,9, ,9,1, ,2, ,2,2,2,58, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,251, , , , , , , , ,251,251,251,1,593.211567317829
2025,04,47204,1,0084,1,1,202504472041008411,1,1,1,1,2, ,2,22,1,21,6,2002,1, , , , , , , , , , , , , , ,1, ,5243,4791,2, ,2,2,1,1,2,2,2,2,2,2,2,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,250, , , , , , ,250,250,250,1,854.391538838082
